questionUid,qKey,sourceJsPath,id,standardUnitKey,mappedUnitKey,matchedTerms,includedByForwardScan,status
h1:original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js_6,original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js_6,original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js,6,H22-C2-03,H22-C2-03,원의 방정식,true,INCLUDED_CONFIRMATION
h1:original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js_7,original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js_7,original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js,7,H22-C2-02,H22-C2-02,직선의 방정식,true,INCLUDED_CONFIRMATION
h1:original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js_8,original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js_8,original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js,8,H22-C2-02,H22-C2-02,평면좌표|직선의 방정식,true,INCLUDED_CONFIRMATION
h1:original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js_11,original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js_11,original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js,11,H22-C2-03,H22-C2-03,직선의 방정식|원의 방정식,true,INCLUDED_CONFIRMATION
h1:original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js_12,original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js_12,original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js,12,H22-C2-04,H22-C2-04,직선의 방정식|원의 방정식|도형의 이동,true,INCLUDED_CONFIRMATION
h1:original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js_13,original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js_13,original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js,13,H22-C2-04,H22-C2-04,직선의 방정식|도형의 이동,true,INCLUDED_CONFIRMATION
h1:original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js_14,original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js_14,original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js,14,H22-C2-01,H22-C2-01,평면좌표|직선의 방정식,true,INCLUDED_CONFIRMATION
h1:original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js_17,original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js_17,original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js,17,H22-C2-04,H22-C2-04,직선의 방정식|도형의 이동,true,INCLUDED_CONFIRMATION
h1:original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js_18,original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js_18,original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js,18,H22-C2-04,H22-C2-04,도형의 이동,true,INCLUDED_CONFIRMATION
h1:original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js_19,original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js_19,original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js,19,H22-C2-04,H22-C2-04,평면좌표|도형의 이동,true,INCLUDED_CONFIRMATION
h1:original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js_21,original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js_21,original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js,21,H22-C2-01,H22-C2-01,평면좌표,true,INCLUDED_CONFIRMATION
h1:original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js_22,original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js_22,original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js,22,H22-C2-03,H22-C2-03,원의 방정식,true,INCLUDED_CONFIRMATION
h1:original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js_23,original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js_23,original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js,23,H22-C2-04,H22-C2-04,직선의 방정식|도형의 이동,true,INCLUDED_CONFIRMATION
