assetPath,observedPolicy,expectedPolicy,viewBox,preserveAspectRatio,circlePrimitiveCount,linePrimitiveCount,textPrimitiveCount,status,semanticReviewStatus,evidenceRef
archive/assets/images/21_복성고_2학기_중간_고1_기출/q01-solution.svg,EQUAL_UNIT,EQUAL_SCALE_REQUIRED,0 0 720 360,xMidYMid meet,3,15,20,OBSERVED_EQUAL_UNIT_REVIEW_PASS,NOT_STARTED,05_static_geometry_observation.json#archive/assets/images/21_복성고_2학기_중간_고1_기출/q01-solution.svg
archive/assets/images/21_복성고_2학기_중간_고1_기출/q02-solution.svg,SCHEMATIC_ALLOWED,EQUAL_SCALE_REQUIRED_OR_EXPLICIT_EXCEPTION,0 0 640 280,,3,6,11,REVIEW_REQUIRED_SCHEMATIC_POLICY_ON_CIRCLE_UNIT,NOT_STARTED,05_static_geometry_observation.json#archive/assets/images/21_복성고_2학기_중간_고1_기출/q02-solution.svg
archive/assets/images/21_복성고_2학기_중간_고1_기출/q09-solution.svg,SCHEMATIC_ALLOWED,EQUAL_SCALE_REQUIRED_OR_EXPLICIT_EXCEPTION,0 0 640 280,,2,4,11,REVIEW_REQUIRED_SCHEMATIC_POLICY_ON_CIRCLE_UNIT,NOT_STARTED,05_static_geometry_observation.json#archive/assets/images/21_복성고_2학기_중간_고1_기출/q09-solution.svg
archive/assets/images/21_복성고_2학기_중간_고1_기출/q16-solution.svg,EQUAL_UNIT,EQUAL_SCALE_REQUIRED,0 0 720 360,xMidYMid meet,5,28,32,OBSERVED_EQUAL_UNIT_REVIEW_PASS,NOT_STARTED,05_static_geometry_observation.json#archive/assets/images/21_복성고_2학기_중간_고1_기출/q16-solution.svg
archive/assets/images/21_순천고_2학기_중간_고1_기출/q09-solution.svg,EQUAL_UNIT,EQUAL_SCALE_REQUIRED,0 0 720 380,xMidYMid meet,10,19,29,OBSERVED_EQUAL_UNIT_REVIEW_PASS,NOT_STARTED,05_static_geometry_observation.json#archive/assets/images/21_순천고_2학기_중간_고1_기출/q09-solution.svg
archive/assets/images/21_순천고_2학기_중간_고1_기출/q20-solution.svg,EQUAL_UNIT,EQUAL_SCALE_REQUIRED,0 0 720 360,xMidYMid meet,2,15,18,OBSERVED_EQUAL_UNIT_REVIEW_PASS,NOT_STARTED,05_static_geometry_observation.json#archive/assets/images/21_순천고_2학기_중간_고1_기출/q20-solution.svg
archive/assets/images/21_제일고_2학기_중간_고1_기출/q18-solution.svg,EQUAL_UNIT,EQUAL_SCALE_REQUIRED,0 0 720 360,xMidYMid meet,3,23,27,OBSERVED_EQUAL_UNIT_REVIEW_PASS,NOT_STARTED,05_static_geometry_observation.json#archive/assets/images/21_제일고_2학기_중간_고1_기출/q18-solution.svg
archive/assets/images/22_강남여고_2학기_중간_고1_기출/q16-solution.svg,SCHEMATIC_ALLOWED,EQUAL_SCALE_REQUIRED_OR_EXPLICIT_EXCEPTION,0 0 640 300,,4,16,15,REVIEW_REQUIRED_SCHEMATIC_POLICY_ON_CIRCLE_UNIT,NOT_STARTED,05_static_geometry_observation.json#archive/assets/images/22_강남여고_2학기_중간_고1_기출/q16-solution.svg
archive/assets/images/22_금당고_1학기_기말_고1_기출/q06-solution.svg,SCHEMATIC_ALLOWED,EQUAL_SCALE_REQUIRED_OR_EXPLICIT_EXCEPTION,0 0 640 280,,4,19,14,REVIEW_REQUIRED_SCHEMATIC_POLICY_ON_CIRCLE_UNIT,NOT_STARTED,05_static_geometry_observation.json#archive/assets/images/22_금당고_1학기_기말_고1_기출/q06-solution.svg
archive/assets/images/22_금당고_1학기_기말_고1_기출/q11-solution.svg,EQUAL_UNIT,EQUAL_SCALE_REQUIRED,0 0 720 360,xMidYMid meet,5,29,36,OBSERVED_EQUAL_UNIT_REVIEW_PASS,NOT_STARTED,05_static_geometry_observation.json#archive/assets/images/22_금당고_1학기_기말_고1_기출/q11-solution.svg
archive/assets/images/22_금당고_1학기_기말_고1_기출/q12-solution.svg,SCHEMATIC_ALLOWED,EQUAL_SCALE_REQUIRED_OR_EXPLICIT_EXCEPTION,0 0 640 280,,6,20,13,REVIEW_REQUIRED_SCHEMATIC_POLICY_ON_CIRCLE_UNIT,NOT_STARTED,05_static_geometry_observation.json#archive/assets/images/22_금당고_1학기_기말_고1_기출/q12-solution.svg
archive/assets/images/22_금당고_1학기_기말_고1_기출/q21-solution.svg,SCHEMATIC_ALLOWED,EQUAL_SCALE_REQUIRED_OR_EXPLICIT_EXCEPTION,0 0 640 340,,6,26,13,REVIEW_REQUIRED_SCHEMATIC_POLICY_ON_CIRCLE_UNIT,NOT_STARTED,05_static_geometry_observation.json#archive/assets/images/22_금당고_1학기_기말_고1_기출/q21-solution.svg
