assetPath,assetSha256,byteCount,viewBox,preserveAspectRatio,primitiveCounts,staticXmlStatus,forbiddenNodes,observedFactHash
archive/assets/images/22_금당고_1학기_기말_고1_기출/q14-solution.svg,8e895fe989cd41b9c214236ac579ac52b54d737a2db7b303f0b4d4d688ccec3f,4953,0 0 940 480,xMidYMid meet,"{""svg"":1,""circle"":5,""ellipse"":0,""line"":25,""polyline"":0,""polygon"":0,""path"":1,""rect"":3,""text"":11,""g"":3,""defs"":1,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,46b94a4cfd108f27b56d2cbaf28af0bddb6f136a9c67df2e8150020bd0d72e98
archive/assets/images/22_금당고_1학기_기말_고1_기출/q16-solution.svg,82a79bf67eac8e680a56b1c9c9c1016d4dc48f3d628a25d505f32633d977c953,6408,0 0 940 480,xMidYMid meet,"{""svg"":1,""circle"":6,""ellipse"":0,""line"":32,""polyline"":0,""polygon"":0,""path"":1,""rect"":3,""text"":13,""g"":3,""defs"":1,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,cac46bfa523ea7f714be655ad06644d0f933dcc7208428130be7f6d394e4fa85
archive/assets/images/22_매산고_1학기_기말_고1_기출/q02-solution.svg,193c985e1934477ef23501f1fd9b098ca90f07f456222a4ee1bb2c9a9e781c85,5538,0 0 940 480,xMidYMid meet,"{""svg"":1,""circle"":3,""ellipse"":0,""line"":31,""polyline"":0,""polygon"":0,""path"":1,""rect"":3,""text"":14,""g"":3,""defs"":1,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,b6372f4a1efa6f09a334db698ac6b1ca514ea7c5de9101df65a2e85b2d242025
archive/assets/images/22_매산고_1학기_기말_고1_기출/q07-solution.svg,b941369f009981252bf54f5714a662bccda9bb696a6a1a1995d9102c4ce8c68d,8772,0 0 720 360,,"{""svg"":1,""circle"":3,""ellipse"":0,""line"":28,""polyline"":0,""polygon"":0,""path"":5,""rect"":2,""text"":12,""g"":0,""defs"":1,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,67d43e93cd7864c5e0cdfa814373cd35dae2b6dcbdf15f05df1fa0131f8604b9
archive/assets/images/22_매산고_1학기_기말_고1_기출/q12-solution.svg,1a8e5d7901182adcc399db44324f8ca5edabb1f04e38cf6a3ed597042cf047a8,14117,0 0 720 360,,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":31,""polyline"":0,""polygon"":0,""path"":8,""rect"":2,""text"":11,""g"":0,""defs"":1,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,eb3931858f5393b3439b4b7cade62052769de8c660f51f9558597151a1a5b856
archive/assets/images/22_매산고_1학기_기말_고1_기출/q13-solution.svg,66cc2f1bac5b3da5e8291908d3937ed916f2c331de53df4692f5831600a0f22b,5091,0 0 940 480,xMidYMid meet,"{""svg"":1,""circle"":4,""ellipse"":0,""line"":24,""polyline"":0,""polygon"":0,""path"":1,""rect"":3,""text"":12,""g"":3,""defs"":1,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,a5a8846f52455baa6a3a7da0d96e896d2728adf9565970ab2e52ed0290490102
archive/assets/images/22_복성고_1학기_기말_고1_기출/q01-solution.svg,6b8e79aaf578e658ae8e5b346c515def5c7aacbe75e4e95e1e7a5520766b2a1c,4371,0 0 940 480,xMidYMid meet,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":24,""polyline"":0,""polygon"":0,""path"":1,""rect"":3,""text"":9,""g"":2,""defs"":1,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,0a7997efee4d18ce8daffbb2b7d149132521a7c768513db617abe19e1c21b0c1
archive/assets/images/22_복성고_1학기_기말_고1_기출/q09-solution.svg,a9bc3ab3d7c1d28b4df92854571228bf5561da62a2b69869fde248e31eba8b54,5376,0 0 940 480,xMidYMid meet,"{""svg"":1,""circle"":5,""ellipse"":0,""line"":27,""polyline"":0,""polygon"":0,""path"":1,""rect"":3,""text"":12,""g"":3,""defs"":1,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,dae0e635e603189366433c7cdb828b8c7050ca6af456caf1273369cb7caa15d4
archive/assets/images/22_제일고_2학기_중간_고1_기출/q01-solution.svg,27de77f724ed82d9899317816d0719918425eb43575c16669e23a9657c45e912,4465,0 0 940 480,xMidYMid meet,"{""svg"":1,""circle"":1,""ellipse"":0,""line"":28,""polyline"":0,""polygon"":0,""path"":1,""rect"":3,""text"":9,""g"":1,""defs"":1,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,bb51d846f32ef096a6bf54d8a49cd59feb940645a5649ecf7dfa242a9c0562a8
archive/assets/images/22_제일고_2학기_중간_고1_기출/q03-solution.svg,122a35bbd456181e9202595a014348208705fffe94b2e8fb579f2b9dec6aa82a,4779,0 0 940 480,xMidYMid meet,"{""svg"":1,""circle"":3,""ellipse"":0,""line"":23,""polyline"":0,""polygon"":0,""path"":1,""rect"":3,""text"":11,""g"":3,""defs"":1,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,61e1ab01722a6bcadc8e1dd3f96bc525068b915b8964cc8fc4a4604f86788b82
